,Id,Freq,Pin,Pout,Gain
11242,58.14,2.0,-9,7.912999999999999,16.913
11322,58.54,2.0,-9,7.928999999999999,16.929000000000002
11402,57.95,2.0,-9,7.824,16.824
11482,58.15,2.0,-9,7.897,16.897000000000002
11562,58.28,2.0,-9,7.886,16.886
11642,58.38,2.0,-9,7.8839999999999995,16.884
11722,58.11,2.0,-9,7.845,16.845
11802,57.84,2.0,-9,7.812,16.812
11882,58.54,2.0,-9,7.818,16.817999999999998
11962,57.99,2.0,-9,7.813,16.813
12042,58.3,2.0,-9,7.775,16.775
12122,58.54,2.0,-9,7.7989999999999995,16.799
12202,57.5,2.0,-9,7.757999999999999,16.758
12282,58.32,2.0,-9,7.765,16.765
12362,58.29,2.0,-9,7.806,16.805999999999997
12442,58.44,2.0,-9,7.8260000000000005,16.826
12522,58.49,2.0,-9,7.792999999999999,16.793
12602,57.84,2.0,-9,7.845,16.845
12682,57.8,2.0,-9,7.88,16.88
12762,58.33,2.0,-9,7.928999999999999,16.929000000000002
12842,58.18,2.0,-9,7.922000000000001,16.922
12922,58.57,2.0,-9,7.949,16.949
13002,57.79,2.0,-9,7.968,16.968
13082,58.17,2.0,-9,7.855,16.855
13162,57.9,2.0,-9,7.981,16.980999999999998
13242,58.59,2.0,-9,8.074,17.074
13322,58.65,2.0,-9,8.005,17.005
13402,57.66,2.0,-9,8.014,17.014
13482,58.3,2.0,-9,7.9910000000000005,16.991
13562,57.86,2.0,-9,7.971,16.971
13642,58.28,2.0,-9,7.968,16.968
13722,58.39,2.0,-9,7.962000000000001,16.962
13802,58.38,2.0,-9,7.915,16.915
13882,57.84,2.0,-9,7.917000000000001,16.917
13962,58.38,2.0,-9,7.85,16.85
14042,58.14,2.0,-9,7.821000000000001,16.820999999999998
14122,57.72,2.0,-9,7.771,16.771
14202,58.41,2.0,-9,7.845,16.845
14282,58.28,2.0,-9,7.85,16.85
14362,57.77,2.0,-9,7.846,16.846
14442,58.04,2.0,-9,7.803,16.803
14522,57.76,2.0,-9,7.712000000000001,16.712
14602,58.11,2.0,-9,7.667000000000001,16.667
14682,57.92,2.0,-9,7.797000000000001,16.797
14762,58.05,2.0,-9,7.806,16.805999999999997
14842,57.88,2.0,-9,7.75,16.75
14922,58.4,2.0,-9,7.812,16.812
15002,58.47,2.0,-9,7.888,16.887999999999998
15082,57.85,2.0,-9,7.785,16.785
15162,57.56,2.0,-9,7.8389999999999995,16.839000000000002
15242,58.45,2.0,-9,7.926,16.926
15322,58.63,2.0,-9,7.957999999999999,16.958
15402,58.02,2.0,-9,7.928999999999999,16.929000000000002
15482,58.25,2.0,-9,7.9879999999999995,16.988
15562,57.72,2.0,-9,7.944,16.944000000000003
15642,58.04,2.0,-9,7.896,16.896
15722,58.28,2.0,-9,7.947,16.947
15802,58.33,2.0,-9,7.989,16.989
