,Id,Freq,Pin,Pout,Gain
3801,58.75,0.5,-9,7.3870000000000005,16.387
3881,58.88,0.5,-9,7.406000000000001,16.406
3961,58.88,0.5,-9,7.388,16.387999999999998
4041,58.59,0.5,-9,7.379,16.379
4121,59.0,0.5,-9,7.404,16.404
4201,58.82,0.5,-9,7.419,16.419
4281,58.85,0.5,-9,7.398,16.398
4361,58.76,0.5,-9,7.415,16.415
4441,58.41,0.5,-9,7.39,16.39
4521,58.92,0.5,-9,7.438,16.438
4601,58.59,0.5,-9,7.441,16.441
4681,58.89,0.5,-9,7.48,16.48
4761,58.63,0.5,-9,7.468999999999999,16.469
4841,58.78,0.5,-9,7.495,16.495
4921,58.43,0.5,-9,7.4879999999999995,16.488
5001,58.73,0.5,-9,7.528,16.528
5081,59.16,0.5,-9,7.531000000000001,16.531
5161,58.75,0.5,-9,7.443,16.442999999999998
5241,58.29,0.5,-9,7.495,16.495
5321,59.31,0.5,-9,7.5360000000000005,16.535999999999998
5401,58.91,0.5,-9,7.5729999999999995,16.573
5481,58.48,0.5,-9,7.52,16.52
5561,58.93,0.5,-9,7.561,16.561
5641,59.31,0.5,-9,7.541,16.541
5721,58.95,0.5,-9,7.55,16.55
5801,59.22,0.5,-9,7.5329999999999995,16.533
5881,58.78,0.5,-9,7.54,16.54
5961,59.12,0.5,-9,7.52,16.52
6041,58.81,0.5,-9,7.531000000000001,16.531
6121,58.39,0.5,-9,7.479,16.479
6201,59.06,0.5,-9,7.545,16.545
6281,58.99,0.5,-9,7.528,16.528
6361,58.82,0.5,-9,7.501,16.500999999999998
6441,58.69,0.5,-9,7.475,16.475
6521,58.43,0.5,-9,7.455,16.455
6601,58.73,0.5,-9,7.475,16.475
6681,58.61,0.5,-9,7.456,16.456
6761,58.94,0.5,-9,7.43,16.43
6841,58.34,0.5,-9,7.41,16.41
6921,58.65,0.5,-9,7.425,16.425
7001,59.04,0.5,-9,7.4479999999999995,16.448
7081,58.69,0.5,-9,7.422999999999999,16.423
7161,58.83,0.5,-9,7.437,16.437
7241,58.78,0.5,-9,7.388999999999999,16.389
7321,58.68,0.5,-9,7.452000000000001,16.452
7401,58.72,0.5,-9,7.42,16.42
7481,59.24,0.5,-9,7.502999999999999,16.503
7561,59.03,0.5,-9,7.497000000000001,16.497
7641,58.24,0.5,-9,7.465,16.465
7721,59.2,0.5,-9,7.513999999999999,16.514
7801,58.97,0.5,-9,7.539,16.539
7881,58.36,0.5,-9,7.497999999999999,16.498
7961,58.37,0.5,-9,7.437,16.437
8041,58.42,0.5,-9,7.331,16.331
8121,58.44,0.5,-9,7.292000000000001,16.292
8201,58.93,0.5,-9,7.315,16.315
8281,58.49,0.5,-9,7.282,16.282
8361,58.7,0.5,-9,7.313,16.313
8441,59.42,0.5,-9,7.331,16.331
8521,59.29,0.5,-9,7.365,16.365
8601,58.61,0.5,-9,7.331,16.331
8681,59.16,0.5,-9,7.315,16.315
8761,58.63,0.5,-9,7.386,16.386
8841,58.66,0.5,-9,7.42,16.42
8921,58.65,0.5,-9,7.382000000000001,16.382
9001,59.37,0.5,-9,7.47,16.47
9081,58.76,0.5,-9,7.425,16.425
9161,58.92,0.5,-9,7.444,16.444000000000003
9241,58.65,0.5,-9,7.405,16.405
9321,58.96,0.5,-9,7.428,16.428
9401,58.41,0.5,-9,7.404,16.404
9481,58.39,0.5,-9,7.436,16.436
9561,59.17,0.5,-9,7.416,16.416
9641,58.59,0.5,-9,7.421,16.421
9721,58.65,0.5,-9,7.392,16.392
9801,58.4,0.5,-9,7.36,16.36
9881,58.88,0.5,-9,7.308,16.308
9961,58.8,0.5,-9,7.343,16.343
10041,58.74,0.5,-9,7.29,16.29
10121,58.63,0.5,-9,7.353,16.352999999999998
10201,58.16,0.5,-9,7.343,16.343
10281,58.91,0.5,-9,7.386,16.386
10361,58.78,0.5,-9,7.347,16.347
10441,58.92,0.5,-9,7.412000000000001,16.412
10521,59.04,0.5,-9,7.3839999999999995,16.384
10601,58.95,0.5,-9,7.455,16.455
10681,58.75,0.5,-9,7.579,16.579
10761,59.31,0.5,-9,7.55,16.55
10841,58.56,0.5,-9,7.59,16.59
10921,58.92,0.5,-9,7.547999999999999,16.548
11001,58.24,0.5,-9,7.555,16.555
11081,59.24,0.5,-9,7.566,16.566
11161,58.45,0.5,-9,7.51,16.51
11241,58.77,0.5,-9,7.46,16.46
11321,59.26,0.5,-9,7.46,16.46
11401,58.6,0.5,-9,7.35,16.35
11481,58.77,0.5,-9,7.4,16.4
11561,58.9,0.5,-9,7.377999999999999,16.378
11641,59.02,0.5,-9,7.385,16.385
11721,58.7,0.5,-9,7.354,16.354
11801,58.45,0.5,-9,7.325,16.325
11881,59.14,0.5,-9,7.3389999999999995,16.339000000000002
11961,58.61,0.5,-9,7.337000000000001,16.337
12041,58.88,0.5,-9,7.316,16.316
12121,59.27,0.5,-9,7.347,16.347
12201,58.21,0.5,-9,7.312,16.312
12281,58.98,0.5,-9,7.336,16.336
12361,58.94,0.5,-9,7.353,16.352999999999998
12441,59.14,0.5,-9,7.357,16.357
12521,59.19,0.5,-9,7.353,16.352999999999998
12601,58.62,0.5,-9,7.417999999999999,16.418
12681,58.58,0.5,-9,7.431,16.430999999999997
12761,59.14,0.5,-9,7.468999999999999,16.469
12841,58.99,0.5,-9,7.45,16.45
12921,59.37,0.5,-9,7.48,16.48
13001,58.55,0.5,-9,7.487,16.487000000000002
13081,58.72,0.5,-9,7.37,16.37
13161,58.37,0.5,-9,7.558,16.558
13241,59.28,0.5,-9,7.672999999999999,16.673
13321,59.22,0.5,-9,7.6339999999999995,16.634
13401,58.36,0.5,-9,7.636,16.636
13481,58.89,0.5,-9,7.617000000000001,16.617
13561,58.47,0.5,-9,7.603,16.602999999999998
13641,58.88,0.5,-9,7.566,16.566
13721,59.02,0.5,-9,7.55,16.55
13801,58.99,0.5,-9,7.486000000000001,16.486
13881,58.49,0.5,-9,7.461,16.461
13961,59.09,0.5,-9,7.399,16.399
14041,58.85,0.5,-9,7.372999999999999,16.373
14121,58.4,0.5,-9,7.335,16.335
14201,59.1,0.5,-9,7.348,16.348
14281,58.99,0.5,-9,7.33,16.33
14361,58.49,0.5,-9,7.343,16.343
14441,58.71,0.5,-9,7.292000000000001,16.292
14521,58.37,0.5,-9,7.273,16.273
14601,58.71,0.5,-9,7.249,16.249000000000002
14681,58.65,0.5,-9,7.343999999999999,16.344
14761,58.78,0.5,-9,7.354,16.354
14841,58.62,0.5,-9,7.332000000000001,16.332
14921,59.16,0.5,-9,7.34,16.34
15001,59.26,0.5,-9,7.406000000000001,16.406
15081,58.64,0.5,-9,7.352,16.352
15161,58.29,0.5,-9,7.4270000000000005,16.427
15241,59.2,0.5,-9,7.465,16.465
15321,59.36,0.5,-9,7.499,16.499000000000002
15401,58.84,0.5,-9,7.479,16.479
15481,59.06,0.5,-9,7.528,16.528
15561,58.47,0.5,-9,7.496,16.496
15641,58.76,0.5,-9,7.492999999999999,16.493
15721,58.82,0.5,-9,7.502999999999999,16.503
15801,58.85,0.5,-9,7.577999999999999,16.578
