,contractSymbol,currency,contractSize,inTheMoney,impliedVolatility.raw,impliedVolatility.fmt,expiration.raw,expiration.fmt,expiration.longFmt,change.raw,change.fmt,strike.raw,strike.fmt,lastPrice.raw,lastPrice.fmt,openInterest.raw,openInterest.fmt,openInterest.longFmt,percentChange.raw,percentChange.fmt,ask.raw,ask.fmt,volume.raw,volume.fmt,volume.longFmt,lastTradeDate.raw,lastTradeDate.fmt,lastTradeDate.longFmt,bid.raw,bid.fmt
45,TSLA220715P00490000,USD,REGULAR,False,0.500005,50.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,490.0,490.00,0.19,0.19,0,0,0,0,0.00%,0.0,0.00,708.0,708,708,1657569374,2022-07-11,2022-07-11T19:56,0.0,0.00
46,TSLA220715P00495000,USD,REGULAR,False,0.500005,50.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,495.0,495.00,0.19,0.19,0,0,0,0,0.00%,0.0,0.00,589.0,589,589,1657568972,2022-07-11,2022-07-11T19:49,0.0,0.00
47,TSLA220715P00500000,USD,REGULAR,False,0.500005,50.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,500.0,500.00,0.22,0.22,0,0,0,0,0.00%,0.0,0.00,4204.0,"4,204","4,204",1657569574,2022-07-11,2022-07-11T19:59,0.0,0.00
48,TSLA220715P00505000,USD,REGULAR,False,0.500005,50.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,505.0,505.00,0.2,0.20,0,0,0,0,0.00%,0.0,0.00,96.0,96,96,1657567999,2022-07-11,2022-07-11T19:33,0.0,0.00
49,TSLA220715P00510000,USD,REGULAR,False,0.500005,50.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,510.0,510.00,0.24,0.24,0,0,0,0,0.00%,0.0,0.00,1313.0,"1,313","1,313",1657569321,2022-07-11,2022-07-11T19:55,0.0,0.00
50,TSLA220715P00515000,USD,REGULAR,False,0.500005,50.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,515.0,515.00,0.26,0.26,0,0,0,0,0.00%,0.0,0.00,368.0,368,368,1657569306,2022-07-11,2022-07-11T19:55,0.0,0.00
51,TSLA220715P00520000,USD,REGULAR,False,0.500005,50.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,520.0,520.00,0.28,0.28,0,0,0,0,0.00%,0.0,0.00,1073.0,"1,073","1,073",1657569345,2022-07-11,2022-07-11T19:55,0.0,0.00
52,TSLA220715P00525000,USD,REGULAR,False,0.500005,50.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,525.0,525.00,0.29,0.29,0,0,0,0,0.00%,0.0,0.00,1122.0,"1,122","1,122",1657569579,2022-07-11,2022-07-11T19:59,0.0,0.00
53,TSLA220715P00530000,USD,REGULAR,False,0.500005,50.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,530.0,530.00,0.33,0.33,0,0,0,0,0.00%,0.0,0.00,2350.0,"2,350","2,350",1657569594,2022-07-11,2022-07-11T19:59,0.0,0.00
54,TSLA220715P00535000,USD,REGULAR,False,0.500005,50.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,535.0,535.00,0.37,0.37,0,0,0,0,0.00%,0.0,0.00,703.0,703,703,1657569257,2022-07-11,2022-07-11T19:54,0.0,0.00
55,TSLA220715P00540000,USD,REGULAR,False,0.500005,50.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,540.0,540.00,0.4,0.40,0,0,0,0,0.00%,0.0,0.00,1113.0,"1,113","1,113",1657569535,2022-07-11,2022-07-11T19:58,0.0,0.00
56,TSLA220715P00545000,USD,REGULAR,False,0.500005,50.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,545.0,545.00,0.43,0.43,0,0,0,0,0.00%,0.0,0.00,786.0,786,786,1657569577,2022-07-11,2022-07-11T19:59,0.0,0.00
57,TSLA220715P00550000,USD,REGULAR,False,0.500005,50.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,550.0,550.00,0.47,0.47,0,0,0,0,0.00%,0.0,0.00,6152.0,"6,152","6,152",1657569584,2022-07-11,2022-07-11T19:59,0.0,0.00
58,TSLA220715P00555000,USD,REGULAR,False,0.500005,50.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,555.0,555.00,0.54,0.54,0,0,0,0,0.00%,0.0,0.00,2171.0,"2,171","2,171",1657569559,2022-07-11,2022-07-11T19:59,0.0,0.00
59,TSLA220715P00560000,USD,REGULAR,False,0.500005,50.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,560.0,560.00,0.59,0.59,0,0,0,0,0.00%,0.0,0.00,1427.0,"1,427","1,427",1657569562,2022-07-11,2022-07-11T19:59,0.0,0.00
60,TSLA220715P00565000,USD,REGULAR,False,0.500005,50.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,565.0,565.00,0.66,0.66,0,0,0,0,0.00%,0.0,0.00,739.0,739,739,1657569552,2022-07-11,2022-07-11T19:59,0.0,0.00
61,TSLA220715P00570000,USD,REGULAR,False,0.500005,50.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,570.0,570.00,0.73,0.73,0,0,0,0,0.00%,0.0,0.00,2729.0,"2,729","2,729",1657569589,2022-07-11,2022-07-11T19:59,0.0,0.00
62,TSLA220715P00575000,USD,REGULAR,False,0.500005,50.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,575.0,575.00,0.82,0.82,0,0,0,0,0.00%,0.0,0.00,4068.0,"4,068","4,068",1657569540,2022-07-11,2022-07-11T19:59,0.0,0.00
63,TSLA220715P00580000,USD,REGULAR,False,0.500005,50.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,580.0,580.00,0.92,0.92,0,0,0,0,0.00%,0.0,0.00,4919.0,"4,919","4,919",1657569556,2022-07-11,2022-07-11T19:59,0.0,0.00
64,TSLA220715P00585000,USD,REGULAR,False,0.2500075,25.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,585.0,585.00,1.04,1.04,0,0,0,0,0.00%,0.0,0.00,2369.0,"2,369","2,369",1657569574,2022-07-11,2022-07-11T19:59,0.0,0.00
65,TSLA220715P00590000,USD,REGULAR,False,0.2500075,25.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,590.0,590.00,1.15,1.15,0,0,0,0,0.00%,0.0,0.00,4671.0,"4,671","4,671",1657569590,2022-07-11,2022-07-11T19:59,0.0,0.00
66,TSLA220715P00595000,USD,REGULAR,False,0.2500075,25.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,595.0,595.00,1.3,1.30,0,0,0,0,0.00%,0.0,0.00,2226.0,"2,226","2,226",1657569597,2022-07-11,2022-07-11T19:59,0.0,0.00
67,TSLA220715P00600000,USD,REGULAR,False,0.2500075,25.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,600.0,600.00,1.49,1.49,0,0,0,0,0.00%,0.0,0.00,16192.0,"16,192","16,192",1657569597,2022-07-11,2022-07-11T19:59,0.0,0.00
68,TSLA220715P00605000,USD,REGULAR,False,0.2500075,25.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,605.0,605.00,1.72,1.72,0,0,0,0,0.00%,0.0,0.00,1224.0,"1,224","1,224",1657569540,2022-07-11,2022-07-11T19:59,0.0,0.00
69,TSLA220715P00610000,USD,REGULAR,False,0.2500075,25.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,610.0,610.00,1.9,1.90,0,0,0,0,0.00%,0.0,0.00,2571.0,"2,571","2,571",1657569596,2022-07-11,2022-07-11T19:59,0.0,0.00
70,TSLA220715P00615000,USD,REGULAR,False,0.2500075,25.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,615.0,615.00,2.26,2.26,0,0,0,0,0.00%,0.0,0.00,2423.0,"2,423","2,423",1657569585,2022-07-11,2022-07-11T19:59,0.0,0.00
71,TSLA220715P00620000,USD,REGULAR,False,0.2500075,25.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,620.0,620.00,2.47,2.47,0,0,0,0,0.00%,0.0,0.00,4331.0,"4,331","4,331",1657569599,2022-07-11,2022-07-11T19:59,0.0,0.00
72,TSLA220715P00625000,USD,REGULAR,False,0.2500075,25.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,625.0,625.00,2.9,2.90,0,0,0,0,0.00%,0.0,0.00,3489.0,"3,489","3,489",1657569594,2022-07-11,2022-07-11T19:59,0.0,0.00
73,TSLA220715P00630000,USD,REGULAR,False,0.2500075,25.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,630.0,630.00,3.25,3.25,0,0,0,0,0.00%,0.0,0.00,4899.0,"4,899","4,899",1657569587,2022-07-11,2022-07-11T19:59,0.0,0.00
74,TSLA220715P00635000,USD,REGULAR,False,0.2500075,25.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,635.0,635.00,3.68,3.68,0,0,0,0,0.00%,0.0,0.00,2615.0,"2,615","2,615",1657569599,2022-07-11,2022-07-11T19:59,0.0,0.00
75,TSLA220715P00640000,USD,REGULAR,False,0.2500075,25.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,640.0,640.00,4.3,4.30,0,0,0,0,0.00%,0.0,0.00,4057.0,"4,057","4,057",1657569598,2022-07-11,2022-07-11T19:59,0.0,0.00
76,TSLA220715P00645000,USD,REGULAR,False,0.12500875,12.50%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,645.0,645.00,4.89,4.89,0,0,0,0,0.00%,0.0,0.00,3476.0,"3,476","3,476",1657569596,2022-07-11,2022-07-11T19:59,0.0,0.00
77,TSLA220715P00650000,USD,REGULAR,False,0.12500875,12.50%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,650.0,650.00,5.61,5.61,0,0,0,0,0.00%,0.0,0.00,26384.0,"26,384","26,384",1657569597,2022-07-11,2022-07-11T19:59,0.0,0.00
78,TSLA220715P00655000,USD,REGULAR,False,0.12500875,12.50%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,655.0,655.00,6.35,6.35,0,0,0,0,0.00%,0.0,0.00,2368.0,"2,368","2,368",1657569588,2022-07-11,2022-07-11T19:59,0.0,0.00
79,TSLA220715P00660000,USD,REGULAR,False,0.12500875,12.50%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,660.0,660.00,7.3,7.30,0,0,0,0,0.00%,0.0,0.00,5599.0,"5,599","5,599",1657569599,2022-07-11,2022-07-11T19:59,0.0,0.00
80,TSLA220715P00665000,USD,REGULAR,False,0.12500875,12.50%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,665.0,665.00,8.35,8.35,0,0,0,0,0.00%,0.0,0.00,2249.0,"2,249","2,249",1657569599,2022-07-11,2022-07-11T19:59,0.0,0.00
81,TSLA220715P00667500,USD,REGULAR,False,0.12500875,12.50%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,667.5,667.50,9.0,9.00,0,0,0,0,0.00%,0.0,0.00,1150.0,"1,150","1,150",1657569592,2022-07-11,2022-07-11T19:59,0.0,0.00
82,TSLA220715P00670000,USD,REGULAR,False,0.12500875,12.50%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,670.0,670.00,9.5,9.50,0,0,0,0,0.00%,0.0,0.00,8073.0,"8,073","8,073",1657569599,2022-07-11,2022-07-11T19:59,0.0,0.00
83,TSLA220715P00672500,USD,REGULAR,False,0.12500875,12.50%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,672.5,672.50,10.25,10.25,0,0,0,0,0.00%,0.0,0.00,1080.0,"1,080","1,080",1657569594,2022-07-11,2022-07-11T19:59,0.0,0.00
84,TSLA220715P00675000,USD,REGULAR,False,0.062509375,6.25%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,675.0,675.00,10.85,10.85,0,0,0,0,0.00%,0.0,0.00,4794.0,"4,794","4,794",1657569599,2022-07-11,2022-07-11T19:59,0.0,0.00
85,TSLA220715P00677500,USD,REGULAR,False,0.062509375,6.25%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,677.5,677.50,11.92,11.92,0,0,0,0,0.00%,0.0,0.00,1361.0,"1,361","1,361",1657569541,2022-07-11,2022-07-11T19:59,0.0,0.00
86,TSLA220715P00680000,USD,REGULAR,False,0.062509375,6.25%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,680.0,680.00,12.3,12.30,0,0,0,0,0.00%,0.0,0.00,16518.0,"16,518","16,518",1657569599,2022-07-11,2022-07-11T19:59,0.0,0.00
87,TSLA220715P00682500,USD,REGULAR,False,0.062509375,6.25%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,682.5,682.50,13.15,13.15,0,0,0,0,0.00%,0.0,0.00,1225.0,"1,225","1,225",1657569592,2022-07-11,2022-07-11T19:59,0.0,0.00
88,TSLA220715P00685000,USD,REGULAR,False,0.062509375,6.25%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,685.0,685.00,13.95,13.95,0,0,0,0,0.00%,0.0,0.00,3529.0,"3,529","3,529",1657569598,2022-07-11,2022-07-11T19:59,0.0,0.00
89,TSLA220715P00687500,USD,REGULAR,False,0.062509375,6.25%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,687.5,687.50,14.55,14.55,0,0,0,0,0.00%,0.0,0.00,1459.0,"1,459","1,459",1657569599,2022-07-11,2022-07-11T19:59,0.0,0.00
90,TSLA220715P00690000,USD,REGULAR,False,0.0312596875,3.13%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,690.0,690.00,15.75,15.75,0,0,0,0,0.00%,0.0,0.00,7949.0,"7,949","7,949",1657569598,2022-07-11,2022-07-11T19:59,0.0,0.00
91,TSLA220715P00692500,USD,REGULAR,False,0.0312596875,3.13%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,692.5,692.50,16.9,16.90,0,0,0,0,0.00%,0.0,0.00,1589.0,"1,589","1,589",1657569588,2022-07-11,2022-07-11T19:59,0.0,0.00
92,TSLA220715P00695000,USD,REGULAR,False,0.0312596875,3.13%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,695.0,695.00,17.8,17.80,0,0,0,0,0.00%,0.0,0.00,5097.0,"5,097","5,097",1657569590,2022-07-11,2022-07-11T19:59,0.0,0.00
93,TSLA220715P00700000,USD,REGULAR,False,0.007822421875,0.78%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,700.0,700.00,19.95,19.95,0,0,0,0,0.00%,0.0,0.00,64734.0,"64,734","64,734",1657569598,2022-07-11,2022-07-11T19:59,0.0,0.00
94,TSLA220715P00705000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,705.0,705.00,22.4,22.40,0,0,0,0,0.00%,0.0,0.00,13142.0,"13,142","13,142",1657569597,2022-07-11,2022-07-11T19:59,0.0,0.00
